,level_0,index,path,Xmin,Ymin,Xmax,Ymax,label,fig_num
0,48,48,E:/cqCTC/data/PWH-LCA/AC-035/,1189,328,1191,332,epCTC,2057
1,24,82,E:/cqCTC/data/PWH-LCA/AC-035/,679,1287,685,1293,bipCTC,2005
2,45,45,E:/cqCTC/data/PWH-LCA/AC-035/,881,411,886,417,epCTC,2023
3,26,84,E:/cqCTC/data/PWH-LCA/AC-035/,486,198,491,204,bipCTC,2059
4,498,1299,E:/cqCTC/data/PWH-LCA/AC-035/,826,79,830,83,dead,2041
5,501,1302,E:/cqCTC/data/PWH-LCA/AC-035/,480,1309,484,1313,dead,2045
6,25,83,E:/cqCTC/data/PWH-LCA/AC-035/,812,686,823,693,bipCTC,2021
7,487,742,E:/cqCTC/data/PWH-LCA/AC-035/,982,158,986,162,wbc,2024
8,489,744,E:/cqCTC/data/PWH-LCA/AC-035/,821,1221,824,1225,wbc,2047
9,107,231,E:/cqCTC/data/PWH-LCA/AC-035/,294,232,300,237,mCTC,2025
10,321,576,E:/cqCTC/data/PWH-LCA/CKC-028/,550,1345,553,1349,wbc,1316
11,308,563,E:/cqCTC/data/PWH-LCA/CKC-028/,788,203,792,207,wbc,1282
12,299,554,E:/cqCTC/data/PWH-LCA/CKC-028/,147,768,150,772,wbc,1242
13,297,552,E:/cqCTC/data/PWH-LCA/CKC-028/,875,205,879,209,wbc,1237
14,305,560,E:/cqCTC/data/PWH-LCA/CKC-028/,1062,960,1067,963,wbc,1271
15,317,572,E:/cqCTC/data/PWH-LCA/CKC-028/,506,703,510,707,wbc,1309
16,316,571,E:/cqCTC/data/PWH-LCA/CKC-028/,650,520,656,525,wbc,1307
17,298,553,E:/cqCTC/data/PWH-LCA/CKC-028/,118,704,124,707,wbc,1239
18,302,557,E:/cqCTC/data/PWH-LCA/CKC-028/,843,468,846,471,wbc,1253
19,311,566,E:/cqCTC/data/PWH-LCA/CKC-028/,516,661,519,664,wbc,1287
20,320,575,E:/cqCTC/data/PWH-LCA/CKC-028/,438,679,441,682,wbc,1315
21,309,564,E:/cqCTC/data/PWH-LCA/CKC-028/,488,429,491,432,wbc,1283
22,300,555,E:/cqCTC/data/PWH-LCA/CKC-028/,903,432,906,435,wbc,1243
23,310,565,E:/cqCTC/data/PWH-LCA/CKC-028/,625,324,628,327,wbc,1285
24,313,568,E:/cqCTC/data/PWH-LCA/CKC-028/,639,233,642,236,wbc,1291
25,303,558,E:/cqCTC/data/PWH-LCA/CKC-028/,672,716,677,719,wbc,1258
26,323,578,E:/cqCTC/data/PWH-LCA/CKC-028/,239,317,242,320,wbc,1320
27,315,570,E:/cqCTC/data/PWH-LCA/CKC-028/,779,330,783,334,wbc,1306
28,318,573,E:/cqCTC/data/PWH-LCA/CKC-028/,1127,436,1130,441,wbc,1312
29,301,556,E:/cqCTC/data/PWH-LCA/CKC-028/,623,1082,628,1086,wbc,1247
30,234,1549,E:/cqCTC/data/PWH-LCA/CKC-028/,908,934,911,937,debris,1294
31,304,559,E:/cqCTC/data/PWH-LCA/CKC-028/,811,101,816,104,wbc,1262
32,312,567,E:/cqCTC/data/PWH-LCA/CKC-028/,142,537,145,540,wbc,1290
33,306,561,E:/cqCTC/data/PWH-LCA/CKC-028/,373,777,376,780,wbc,1275
34,297,1098,E:/cqCTC/data/PWH-LCA/CKC-028/,43,561,47,569,dead,1276
35,289,1090,E:/cqCTC/data/PWH-LCA/CKC-028/,331,490,336,496,dead,1259
36,314,569,E:/cqCTC/data/PWH-LCA/CKC-028/,542,382,545,385,wbc,1303
37,230,1545,E:/cqCTC/data/PWH-LCA/CKC-028/,135,784,139,789,debris,1265
38,324,579,E:/cqCTC/data/PWH-LCA/CKC-028/,985,223,989,226,wbc,1321
39,322,577,E:/cqCTC/data/PWH-LCA/CKC-028/,160,881,162,885,wbc,1317
40,518,773,E:/cqCTC/data/PWH-LCA/HJY-004/,269,1033,272,1036,wbc,2221
41,520,775,E:/cqCTC/data/PWH-LCA/HJY-004/,1157,518,1163,524,wbc,2228
42,516,771,E:/cqCTC/data/PWH-LCA/HJY-004/,722,215,725,218,wbc,2218
43,534,789,E:/cqCTC/data/PWH-LCA/HJY-004/,795,151,798,154,wbc,2262
44,502,757,E:/cqCTC/data/PWH-LCA/HJY-004/,950,843,953,846,wbc,2186
45,514,769,E:/cqCTC/data/PWH-LCA/HJY-004/,84,664,91,670,wbc,2215
46,519,774,E:/cqCTC/data/PWH-LCA/HJY-004/,391,497,394,500,wbc,2222
47,542,797,E:/cqCTC/data/PWH-LCA/HJY-004/,323,1115,331,1124,wbc,2281
48,545,800,E:/cqCTC/data/PWH-LCA/HJY-004/,778,916,782,920,wbc,2286
49,541,796,E:/cqCTC/data/PWH-LCA/HJY-004/,251,646,258,653,wbc,2280
50,530,785,E:/cqCTC/data/PWH-LCA/HJY-004/,401,1164,406,1169,wbc,2255
51,535,790,E:/cqCTC/data/PWH-LCA/HJY-004/,399,740,405,748,wbc,2265
52,517,772,E:/cqCTC/data/PWH-LCA/HJY-004/,1011,604,1015,607,wbc,2220
53,505,760,E:/cqCTC/data/PWH-LCA/HJY-004/,404,136,412,145,wbc,2192
54,511,766,E:/cqCTC/data/PWH-LCA/HJY-004/,55,537,59,542,wbc,2205
55,544,799,E:/cqCTC/data/PWH-LCA/HJY-004/,458,460,461,463,wbc,2284
56,508,763,E:/cqCTC/data/PWH-LCA/HJY-004/,750,127,754,131,wbc,2200
57,507,762,E:/cqCTC/data/PWH-LCA/HJY-004/,1122,990,1125,993,wbc,2197
58,509,764,E:/cqCTC/data/PWH-LCA/HJY-004/,269,849,275,856,wbc,2202
59,515,770,E:/cqCTC/data/PWH-LCA/HJY-004/,672,821,683,829,wbc,2216
60,528,783,E:/cqCTC/data/PWH-LCA/HJY-004/,994,994,1003,1003,wbc,2253
61,529,784,E:/cqCTC/data/PWH-LCA/HJY-004/,581,1203,585,1208,wbc,2254
62,503,758,E:/cqCTC/data/PWH-LCA/HJY-004/,415,152,418,155,wbc,2187
63,539,794,E:/cqCTC/data/PWH-LCA/HJY-004/,409,336,412,340,wbc,2275
64,512,767,E:/cqCTC/data/PWH-LCA/HJY-004/,571,1222,574,1226,wbc,2206
65,513,768,E:/cqCTC/data/PWH-LCA/HJY-004/,258,1072,261,1075,wbc,2207
66,540,795,E:/cqCTC/data/PWH-LCA/HJY-004/,237,532,242,538,wbc,2276
67,506,761,E:/cqCTC/data/PWH-LCA/HJY-004/,266,602,269,605,wbc,2194
68,418,1733,E:/cqCTC/data/PWH-LCA/HJY-004/,257,479,260,482,debris,2219
69,423,1738,E:/cqCTC/data/PWH-LCA/HJY-004/,247,1005,250,1008,debris,2232
70,439,1754,E:/cqCTC/data/PWH-LCA/HJY-004/,1065,869,1069,873,debris,2277
71,413,1728,E:/cqCTC/data/PWH-LCA/HJY-004/,461,896,464,901,debris,2210
72,431,1746,E:/cqCTC/data/PWH-LCA/HJY-004/,1255,801,1257,805,debris,2248
73,409,1724,E:/cqCTC/data/PWH-LCA/HJY-004/,669,1074,672,1077,debris,2196
74,440,1755,E:/cqCTC/data/PWH-LCA/HJY-004/,1122,808,1128,816,debris,2279
75,419,1734,E:/cqCTC/data/PWH-LCA/HJY-004/,656,1022,659,1026,debris,2223
76,532,787,E:/cqCTC/data/PWH-LCA/HJY-004/,440,284,443,287,wbc,2257
77,523,778,E:/cqCTC/data/PWH-LCA/HJY-004/,452,1274,457,1278,wbc,2233
78,538,793,E:/cqCTC/data/PWH-LCA/HJY-004/,298,545,303,549,wbc,2273
79,526,781,E:/cqCTC/data/PWH-LCA/HJY-004/,288,702,292,706,wbc,2250
80,537,792,E:/cqCTC/data/PWH-LCA/HJY-004/,1199,634,1202,637,wbc,2271
81,533,788,E:/cqCTC/data/PWH-LCA/HJY-004/,577,764,580,767,wbc,2259
82,521,776,E:/cqCTC/data/PWH-LCA/HJY-004/,247,210,254,215,wbc,2229
83,504,759,E:/cqCTC/data/PWH-LCA/HJY-004/,725,630,728,633,wbc,2188
84,527,782,E:/cqCTC/data/PWH-LCA/HJY-004/,530,1327,534,1330,wbc,2251
85,543,798,E:/cqCTC/data/PWH-LCA/HJY-004/,273,999,277,1003,wbc,2282
86,531,786,E:/cqCTC/data/PWH-LCA/HJY-004/,355,747,359,751,wbc,2256
87,525,780,E:/cqCTC/data/PWH-LCA/HJY-004/,403,798,406,801,wbc,2245
88,494,749,E:/cqCTC/data/PWH-LCA/LJ-041/,768,51,771,56,wbc,2105
89,497,752,E:/cqCTC/data/PWH-LCA/LJ-041/,282,213,289,223,wbc,2128
90,492,747,E:/cqCTC/data/PWH-LCA/LJ-041/,1165,592,1168,595,wbc,2090
91,491,746,E:/cqCTC/data/PWH-LCA/LJ-041/,757,470,760,474,wbc,2082
92,490,745,E:/cqCTC/data/PWH-LCA/LJ-041/,908,706,911,709,wbc,2077
93,496,751,E:/cqCTC/data/PWH-LCA/LJ-041/,287,208,290,211,wbc,2117
94,493,748,E:/cqCTC/data/PWH-LCA/LJ-041/,872,376,876,379,wbc,2098
95,499,754,E:/cqCTC/data/PWH-LCA/LJ-041/,1013,308,1017,311,wbc,2149
96,392,1707,E:/cqCTC/data/PWH-LCA/LJ-041/,471,184,478,194,debris,2104
97,495,750,E:/cqCTC/data/PWH-LCA/LJ-041/,96,413,99,417,wbc,2112
98,391,1706,E:/cqCTC/data/PWH-LCA/LJ-041/,890,430,893,434,debris,2079
99,498,753,E:/cqCTC/data/PWH-LCA/LJ-041/,802,124,807,127,wbc,2139
100,52,52,E:/cqCTC/data/PWH-LCA/LJ-041/,762,933,768,940,epCTC,2075
101,400,1715,E:/cqCTC/data/PWH-LCA/LJ-041/,315,285,320,288,debris,2168
102,36,94,E:/cqCTC/data/PWH-LCA/LJ-041/,881,1102,888,1111,bipCTC,2111
103,500,755,E:/cqCTC/data/PWH-LCA/LJ-041/,1089,584,1093,590,wbc,2167
104,111,235,E:/cqCTC/data/PWH-LCA/LJ-041/,1240,458,1246,465,mCTC,2089
105,32,90,E:/cqCTC/data/PWH-LCA/LJ-041/,1161,335,1167,342,bipCTC,2099
106,31,89,E:/cqCTC/data/PWH-LCA/LJ-041/,1034,379,1040,387,bipCTC,2091
107,120,244,E:/cqCTC/data/PWH-LCA/LJ-041/,1070,368,1074,373,mCTC,2145
108,34,92,E:/cqCTC/data/PWH-LCA/LJ-041/,381,135,388,142,bipCTC,2103
109,53,53,E:/cqCTC/data/PWH-LCA/LJ-041/,1185,838,1193,844,epCTC,2109
110,27,85,E:/cqCTC/data/PWH-LCA/LJ-041/,1006,503,1013,510,bipCTC,2069
111,51,51,E:/cqCTC/data/PWH-LCA/LJ-041/,1296,668,1301,674,epCTC,2067
112,38,96,E:/cqCTC/data/PWH-LCA/LJ-041/,901,492,908,498,bipCTC,2140
113,431,686,E:/cqCTC/data/PWH-LCA/LK-006/,991,1189,996,1194,wbc,1522
114,246,1561,E:/cqCTC/data/PWH-LCA/LK-006/,749,1342,753,1346,debris,1464
115,428,683,E:/cqCTC/data/PWH-LCA/LK-006/,1301,429,1304,434,wbc,1471
116,432,687,E:/cqCTC/data/PWH-LCA/LK-006/,592,221,596,225,wbc,1531
117,430,685,E:/cqCTC/data/PWH-LCA/LK-006/,1108,1031,1115,1037,wbc,1507
118,429,684,E:/cqCTC/data/PWH-LCA/LK-006/,1211,350,1217,357,wbc,1479
119,38,38,E:/cqCTC/data/PWH-LCA/LK-006/,85,391,88,399,epCTC,1521
120,39,39,E:/cqCTC/data/PWH-LCA/LK-006/,468,1311,475,1319,epCTC,1534
121,427,682,E:/cqCTC/data/PWH-LCA/LK-006/,633,761,637,765,wbc,1462
122,90,214,E:/cqCTC/data/PWH-LCA/LK-006/,311,1228,314,1235,mCTC,1482
123,278,1593,E:/cqCTC/data/PWH-LCA/LK-006/,1022,374,1025,378,debris,1525
124,340,595,E:/cqCTC/data/PWH-LCA/LML-027/,228,657,231,660,wbc,1340
125,400,655,E:/cqCTC/data/PWH-LCA/LML-027/,502,472,506,478,wbc,1425
126,355,610,E:/cqCTC/data/PWH-LCA/LML-027/,1236,725,1239,728,wbc,1362
127,344,599,E:/cqCTC/data/PWH-LCA/LML-027/,742,1130,746,1134,wbc,1344
128,336,591,E:/cqCTC/data/PWH-LCA/LML-027/,1074,967,1081,974,wbc,1334
129,391,646,E:/cqCTC/data/PWH-LCA/LML-027/,1227,973,1230,977,wbc,1414
130,342,597,E:/cqCTC/data/PWH-LCA/LML-027/,1159,756,1162,760,wbc,1342
131,330,585,E:/cqCTC/data/PWH-LCA/LML-027/,1202,597,1205,600,wbc,1328
132,410,665,E:/cqCTC/data/PWH-LCA/LML-027/,926,777,929,781,wbc,1437
133,361,616,E:/cqCTC/data/PWH-LCA/LML-027/,864,1082,867,1085,wbc,1369
134,395,650,E:/cqCTC/data/PWH-LCA/LML-027/,782,356,785,359,wbc,1420
135,371,626,E:/cqCTC/data/PWH-LCA/LML-027/,569,270,573,273,wbc,1382
136,333,588,E:/cqCTC/data/PWH-LCA/LML-027/,88,873,91,876,wbc,1331
137,425,680,E:/cqCTC/data/PWH-LCA/LML-027/,1160,746,1163,749,wbc,1460
138,350,605,E:/cqCTC/data/PWH-LCA/LML-027/,764,176,767,179,wbc,1352
139,329,584,E:/cqCTC/data/PWH-LCA/LML-027/,415,220,418,223,wbc,1327
140,343,598,E:/cqCTC/data/PWH-LCA/LML-027/,489,156,492,159,wbc,1343
141,346,601,E:/cqCTC/data/PWH-LCA/LML-027/,1145,488,1151,491,wbc,1347
142,406,661,E:/cqCTC/data/PWH-LCA/LML-027/,483,825,485,829,wbc,1431
143,380,635,E:/cqCTC/data/PWH-LCA/LML-027/,745,978,749,981,wbc,1392
144,328,583,E:/cqCTC/data/PWH-LCA/LML-027/,276,331,279,334,wbc,1326
145,415,670,E:/cqCTC/data/PWH-LCA/LML-027/,232,947,235,950,wbc,1444
146,383,638,E:/cqCTC/data/PWH-LCA/LML-027/,1007,1068,1011,1071,wbc,1395
147,327,582,E:/cqCTC/data/PWH-LCA/LML-027/,1069,677,1073,681,wbc,1325
148,348,603,E:/cqCTC/data/PWH-LCA/LML-027/,1320,638,1324,641,wbc,1349
149,414,669,E:/cqCTC/data/PWH-LCA/LML-027/,746,489,749,492,wbc,1443
150,399,654,E:/cqCTC/data/PWH-LCA/LML-027/,60,585,64,589,wbc,1424
151,357,612,E:/cqCTC/data/PWH-LCA/LML-027/,224,386,228,391,wbc,1364
152,15,73,E:/cqCTC/data/PWH-LCA/LML-027/,852,110,857,114,bipCTC,1412
153,326,581,E:/cqCTC/data/PWH-LCA/LML-027/,768,457,771,460,wbc,1324
154,390,645,E:/cqCTC/data/PWH-LCA/LML-027/,402,265,405,268,wbc,1411
155,426,681,E:/cqCTC/data/PWH-LCA/LML-027/,597,719,600,722,wbc,1461
156,382,637,E:/cqCTC/data/PWH-LCA/LML-027/,397,1144,400,1147,wbc,1394
157,370,625,E:/cqCTC/data/PWH-LCA/LML-027/,412,332,415,335,wbc,1381
158,369,624,E:/cqCTC/data/PWH-LCA/LML-027/,1033,749,1036,752,wbc,1380
159,364,619,E:/cqCTC/data/PWH-LCA/LML-027/,247,500,250,503,wbc,1375
160,417,672,E:/cqCTC/data/PWH-LCA/LML-027/,881,564,884,567,wbc,1448
161,332,587,E:/cqCTC/data/PWH-LCA/LML-027/,431,816,435,820,wbc,1330
162,352,607,E:/cqCTC/data/PWH-LCA/LML-027/,179,844,182,847,wbc,1359
163,365,620,E:/cqCTC/data/PWH-LCA/LML-027/,363,333,368,339,wbc,1376
164,378,633,E:/cqCTC/data/PWH-LCA/LML-027/,135,439,138,442,wbc,1390
165,411,666,E:/cqCTC/data/PWH-LCA/LML-027/,544,1194,547,1197,wbc,1439
166,422,677,E:/cqCTC/data/PWH-LCA/LML-027/,800,737,803,740,wbc,1456
167,418,673,E:/cqCTC/data/PWH-LCA/LML-027/,1092,275,1095,278,wbc,1450
168,345,600,E:/cqCTC/data/PWH-LCA/LML-027/,286,913,289,916,wbc,1346
169,387,642,E:/cqCTC/data/PWH-LCA/LML-027/,1162,864,1165,867,wbc,1408
170,347,602,E:/cqCTC/data/PWH-LCA/LML-027/,758,1031,761,1035,wbc,1348
171,401,656,E:/cqCTC/data/PWH-LCA/LML-027/,410,603,414,608,wbc,1426
172,366,621,E:/cqCTC/data/PWH-LCA/LML-027/,933,1133,936,1136,wbc,1377
173,412,667,E:/cqCTC/data/PWH-LCA/LML-027/,510,1129,514,1132,wbc,1440
174,325,580,E:/cqCTC/data/PWH-LCA/LML-027/,908,383,915,389,wbc,1322
175,408,663,E:/cqCTC/data/PWH-LCA/LML-027/,1256,894,1259,897,wbc,1433
176,367,622,E:/cqCTC/data/PWH-LCA/LML-027/,143,825,146,830,wbc,1378
177,372,627,E:/cqCTC/data/PWH-LCA/LML-027/,974,474,977,477,wbc,1383
178,331,586,E:/cqCTC/data/PWH-LCA/LML-027/,918,1141,922,1144,wbc,1329
179,374,629,E:/cqCTC/data/PWH-LCA/LML-027/,295,769,298,772,wbc,1385
180,349,604,E:/cqCTC/data/PWH-LCA/LML-027/,408,696,412,700,wbc,1350
181,388,643,E:/cqCTC/data/PWH-LCA/LML-027/,570,346,574,350,wbc,1409
182,335,590,E:/cqCTC/data/PWH-LCA/LML-027/,1065,526,1068,530,wbc,1333
183,363,618,E:/cqCTC/data/PWH-LCA/LML-027/,628,970,631,973,wbc,1373
184,384,639,E:/cqCTC/data/PWH-LCA/LML-027/,530,1174,534,1178,wbc,1403
185,402,657,E:/cqCTC/data/PWH-LCA/LML-027/,1243,707,1247,710,wbc,1427
186,341,596,E:/cqCTC/data/PWH-LCA/LML-027/,737,57,740,60,wbc,1341
187,377,632,E:/cqCTC/data/PWH-LCA/LML-027/,560,1152,563,1155,wbc,1388
188,393,648,E:/cqCTC/data/PWH-LCA/LML-027/,1006,1219,1009,1223,wbc,1417
189,379,634,E:/cqCTC/data/PWH-LCA/LML-027/,792,1102,796,1105,wbc,1391
190,359,614,E:/cqCTC/data/PWH-LCA/LML-027/,147,394,152,399,wbc,1367
191,360,615,E:/cqCTC/data/PWH-LCA/LML-027/,266,775,269,778,wbc,1368
192,353,608,E:/cqCTC/data/PWH-LCA/LML-027/,1053,1112,1056,1115,wbc,1360
193,334,589,E:/cqCTC/data/PWH-LCA/LML-027/,940,758,944,765,wbc,1332
194,396,651,E:/cqCTC/data/PWH-LCA/LML-027/,932,444,935,447,wbc,1421
195,356,611,E:/cqCTC/data/PWH-LCA/LML-027/,832,467,836,470,wbc,1363
196,409,664,E:/cqCTC/data/PWH-LCA/LML-027/,358,1063,362,1069,wbc,1435
197,368,623,E:/cqCTC/data/PWH-LCA/LML-027/,847,1168,850,1171,wbc,1379
198,389,644,E:/cqCTC/data/PWH-LCA/LML-027/,1127,905,1133,911,wbc,1410
199,405,660,E:/cqCTC/data/PWH-LCA/LML-027/,845,1310,848,1313,wbc,1430
200,420,675,E:/cqCTC/data/PWH-LCA/LML-027/,1094,695,1097,698,wbc,1453
201,392,647,E:/cqCTC/data/PWH-LCA/LML-027/,83,627,86,630,wbc,1416
202,424,679,E:/cqCTC/data/PWH-LCA/LML-027/,1068,680,1071,684,wbc,1459
203,338,593,E:/cqCTC/data/PWH-LCA/LML-027/,973,508,976,511,wbc,1337
204,386,641,E:/cqCTC/data/PWH-LCA/LML-027/,1125,896,1128,899,wbc,1406
205,354,609,E:/cqCTC/data/PWH-LCA/LML-027/,590,396,593,399,wbc,1361
206,376,631,E:/cqCTC/data/PWH-LCA/LML-027/,149,820,153,823,wbc,1387
207,381,636,E:/cqCTC/data/PWH-LCA/LML-027/,690,1068,693,1071,wbc,1393
208,398,653,E:/cqCTC/data/PWH-LCA/LML-027/,1046,592,1049,595,wbc,1423
209,373,628,E:/cqCTC/data/PWH-LCA/LML-027/,928,1103,931,1106,wbc,1384
210,404,659,E:/cqCTC/data/PWH-LCA/LML-027/,901,798,904,801,wbc,1429
211,423,678,E:/cqCTC/data/PWH-LCA/LML-027/,890,110,893,113,wbc,1457
212,419,674,E:/cqCTC/data/PWH-LCA/LML-027/,129,825,132,828,wbc,1451
